YEARMADERANGE,BEDROOMS,NCOMBATH,NHAFBATH,PRKGPLC1,STOVENFUEL,OVENUSE,AMTMICRO,DEFROST,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,SIZRFRI1,AGERFRI1,NUMFREEZ,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,INTERNET,WELLPUMP,AQUARIUM,STEREO,BATTOOLS,HEATROOM,MOISTURE,FUELH2O,COOLTYPE,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,LIGHTS,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELCOOL,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,MEANAGE,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF
1,2,1,0,0,1,0,3,0,0,10,1,1,1,22,3,2,0,0,3,3,2,2,1,2,2,0,0,0,0,0,0,0,0,0,4,0,1,1,4,3,1,1,0,0,0,2.5,0,7,4,0,0,1,1,1,1,0,1,1,2,66,1,22500,0,841,841,841,7220,0.42
3,3,1,0,0,1,6,1,0,0,7,1,0,1,22,3,12,0,0,7,3,2,2,2,8,8,2,1,1,0,1,0,0,1,0,5,0,0,1,5,2,0,1,2,1,0,45,0,12,3,1,0,1,1,0,1,2,1,2,2,58.5,0,37500,0,1872,936,936,7425,0.58
7,4,2,0,0,0,9,3,0,0,7,0,1,2,21,4,3,0,1,1,3,2,3,4,8,8,1,2,0,0,1,0,0,0,2,4,0,0,1,4,1,1,8,2,0,0,56,0,30,4,0,0,1,1,0,1,0,1,2,1,81,1,3750,1,2922,1461,1461,5903,0.47
6,5,4,1,1,0,1,1,0,1,7,0,1,1,21,5,3,0,3,7,3,2,3,2,4,8,2,5,2,0,1,0,0,1,0,11,0,0,0,0,0,0,2,1,1,0,87.5,0,30,4,1,0,0,0,0,1,0,1,5,3,45,0,130000,0,5260,4610,0,10751,0.4
4,2,2,0,0,1,1,3,0,0,10,1,0,2,22,3,2,0,2,0,0,2,3,2,4,8,2,10,2,0,1,0,0,0,2,5,1,0,2,0,0,0,1,3,0,0,18,1,7,2,1,0,0,1,0,1,1,6,6,2,26,0,17500,1,1244,1244,249,6202,0.6
4,2,1,0,0,1,3,3,1,1,10,1,0,1,22,3,7,0,2,0,0,2,3,2,2,2,1,2,0,0,1,0,0,0,2,5,0,0,1,5,2,1,0,0,0,0,52.5,1,4,4,1,0,0,1,0,1,1,1,5,2,27,0,82500,0,973,973,973,6377,0.47
5,5,3,0,1,1,9,2,1,1,7,1,1,4,21,5,2,0,8,13,3,6,3,2,2,8,4,5,5,5,1,0,0,1,10,9,1,0,0,0,0,0,1,1,1,0,28.5,0,7,4,1,0,0,0,0,1,1,1,2,3,34.33333333,0,82500,0,2622,2622,0,11122,0.61
2,2,2,0,1,1,6,2,0,0,7,1,1,2,23,3,7,0,8,7,3,4,2,1,4,4,2,10,10,0,1,0,0,1,2,6,0,1,1,6,3,0,3,3,0,1,2.5,1,0,3,0,0,1,1,1,1,0,1,6,2,72.5,1,32500,0,2093,1693,1693,14640,0.43
4,0,1,0,0,1,0,0,0,0,18,1,0,1,22,3,22,0,0,0,0,3,2,2,8,8,1,5,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2.5,0,4,1,0,0,0,0,1,1,0,1,2,2,51,0,3750,1,442,0,0,5128,0.41
5,4,2,1,1,1,3,3,1,0,3,1,1,1,22,3,7,0,1,7,3,2,2,2,4,4,1,2,0,0,1,0,0,0,6,9,0,0,1,9,2,1,4,2,1,0,18.5,1,12,2,1,0,1,1,0,1,1,1,2,2,54.5,0,97500,0,4068,3668,3668,30186,0.41
1,2,1,0,0,0,9,1,1,0,5,0,0,1,22,4,7,0,0,1,2,1,2,1,1,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,1,0,0,10,0,12,4,1,0,0,0,0,0,1,1,5,1,62,0,52500,0,2028,1014,0,1974,0.59
6,3,2,0,1,1,6,3,0,1,10,1,0,2,21,4,7,0,2,3,3,4,3,1,8,8,1,2,0,0,1,0,0,1,2,5,0,1,1,4,3,1,3,3,1,0,2.5,1,12,2,0,0,1,1,1,1,1,1,2,1,38,0,42500,0,2108,1708,1366,13971,0.44
3,3,2,0,0,0,6,2,0,0,10,0,1,2,1,3,7,0,0,3,3,3,2,1,12,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,1,0,0,2.5,0,12,3,1,0,0,0,0,0,0,2,2,2,79,1,37500,0,1488,744,0,3115,0.6
7,1,1,0,0,1,9,2,0,0,10,1,1,1,22,3,7,0,1,3,3,2,3,2,4,4,1,1,0,0,0,0,0,0,2,2,0,1,1,2,1,1,0,0,0,0,21,0,2,4,0,0,1,1,1,1,1,1,3,3,19.66666667,0,37500,0,564,564,564,6730,0.42
1,4,2,1,0,0,6,3,1,0,7,0,1,2,22,4,22,1,3,7,2,4,2,1,8,8,2,5,5,0,1,1,0,0,2,7,1,0,1,7,2,0,7,2,0,0,29,0,18,4,1,0,1,1,0,0,1,1,4,3,39.66666667,0,67500,0,3748,3748,3748,11487,0.57
6,3,3,0,1,0,6,2,0,1,10,0,1,2,21,4,3,0,8,7,3,4,3,2,4,4,1,2,0,0,1,0,0,0,6,8,0,0,1,8,1,1,6,3,1,0,31.5,1,18,4,1,0,0,1,0,1,0,1,6,2,71,1,77500,0,4382,3732,3732,5878,0.39
2,3,1,0,0,0,9,4,1,0,10,0,1,1,21,4,3,0,5,13,3,4,3,2,8,8,0,0,0,0,0,0,0,0,2,6,1,0,1,6,3,0,1,3,0,0,36,1,12,2,1,0,0,1,0,0,2,1,5,4,19.25,0,57500,0,1255,1255,1255,7896,0.56
7,3,3,0,1,1,6,4,1,0,7,1,1,2,21,4,3,1,3,7,3,5,3,1,4,8,2,10,2,0,1,1,0,1,2,9,0,0,1,9,2,1,3,3,0,0,10,1,12,3,1,0,0,1,0,1,0,1,2,2,67,1,92500,0,3762,3112,3112,9433,0.57
3,3,1,0,0,1,9,3,0,1,5,1,1,1,21,3,7,0,5,13,3,3,2,1,8,8,1,2,0,0,1,0,0,0,2,7,0,1,1,7,3,0,5,1,1,0,28,0,7,4,0,0,0,1,1,1,1,1,2,5,24.6,0,47500,0,1440,1440,1440,26805,0.4
2,2,1,0,0,0,1,3,0,1,5,0,1,1,1,3,12,0,0,1,3,3,2,1,4,8,1,5,0,0,1,0,0,1,10,4,1,0,0,0,0,0,4,3,1,0,16,0,12,2,1,0,0,0,0,0,1,1,6,2,56,1,72500,0,900,900,0,3972,0.33
5,2,1,1,0,0,0,4,0,0,18,0,0,1,21,4,3,0,0,0,0,2,3,2,4,4,1,1,0,0,1,0,0,0,2,4,0,0,1,4,3,1,3,2,1,0,13,0,7,3,1,0,0,1,0,0,1,1,2,4,21.5,0,37500,0,1500,1500,1500,8977,0.52
1,3,3,0,0,1,6,4,0,0,7,1,1,1,22,3,3,1,0,7,3,2,1,1,4,4,1,1,0,0,1,1,0,0,0,5,0,1,1,5,1,1,6,2,1,0,44,0,0,4,0,0,1,1,1,1,1,1,3,2,63,0,37500,0,1750,1750,1750,27466,0.35
2,2,1,0,0,0,1,2,1,0,5,0,0,1,21,4,7,0,0,1,3,4,1,1,2,2,2,1,1,0,1,0,0,0,0,4,0,0,2,0,0,0,3,2,1,0,13,0,7,3,1,0,0,1,0,0,0,1,2,1,79,1,8750,1,753,753,188,2266,0.55
3,5,2,0,0,0,6,4,1,0,5,0,0,2,22,3,3,1,0,0,0,5,3,2,8,8,2,2,1,0,1,0,0,0,0,6,0,0,2,0,0,0,2,1,1,0,23,0,7,4,1,0,0,1,0,0,0,2,5,7,29.28571429,1,42500,1,1186,1016,339,10656,0.61
1,3,2,1,1,1,3,4,1,0,18,1,1,1,23,4,3,0,3,3,3,2,3,3,2,1,1,1,0,0,0,0,0,1,2,7,1,0,2,0,0,0,0,0,1,0,54.5,0,22,3,1,0,1,1,0,1,1,1,5,3,25.33333333,0,87500,0,3200,2950,307,4477,0.6
1,3,1,1,0,0,1,3,0,1,5,0,1,1,22,3,12,0,1,3,3,2,2,1,4,8,1,2,0,0,1,0,0,0,6,7,0,0,2,0,0,0,1,1,1,0,34.5,0,22,2,1,0,0,1,0,0,1,1,2,1,50,0,97500,0,2048,1472,210,5474,0.56
1,4,2,0,0,0,6,4,0,0,5,0,1,2,22,3,3,0,0,3,3,4,2,1,2,4,2,10,10,0,1,0,0,0,0,10,0,0,0,0,0,0,2,3,1,0,10.5,0,18,2,1,0,0,0,0,0,1,1,4,1,41,0,92500,0,3352,3352,0,2133,0.57
5,4,2,0,1,0,0,2,0,1,10,1,0,2,22,4,12,0,1,7,3,2,2,1,2,2,8,10,10,10,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,24,1,12,3,1,0,0,0,0,1,2,4,3,4,28.25,0,32500,1,2150,1750,0,5545,0.48
7,6,5,2,1,0,3,3,1,1,10,0,1,2,21,5,7,0,5,7,3,5,1,2,2,1,3,10,5,8,1,0,0,0,2,15,1,0,1,11,3,1,0,0,1,0,128,1,30,3,1,0,0,1,0,0,0,1,6,4,25.75,0,130000,0,7023,7023,3115,43261,0.6
8,4,3,1,1,0,6,3,1,0,10,1,1,2,21,4,3,1,8,7,3,3,3,3,2,4,4,10,10,1,1,0,0,0,6,13,1,1,1,13,3,1,7,3,0,0,59,0,30,4,1,0,1,1,1,1,1,1,5,4,22,0,130000,0,6962,6312,6312,32690,0.59
3,2,1,0,0,1,6,0,0,1,18,1,1,1,22,3,3,0,3,1,3,2,2,2,4,1,0,0,0,0,0,0,0,0,0,4,0,0,1,4,1,1,4,0,0,0,8,1,4,4,1,0,0,1,0,1,0,1,0,1,83,1,37500,0,898,898,898,2410,0.46
1,2,2,0,0,0,3,3,1,0,18,0,1,1,21,5,7,0,2,3,3,1,3,2,2,2,2,2,1,0,1,0,0,1,10,0,0,0,0,0,0,0,3,2,0,0,5,0,12,2,1,0,0,0,0,1,2,1,2,1,67,1,32500,0,2752,0,0,3368,0.54
4,4,2,1,1,0,6,2,1,0,10,0,1,2,0,5,3,0,8,7,3,2,3,3,2,2,2,8,10,0,1,0,0,0,2,7,1,0,1,7,3,1,4,2,1,1,36.5,1,22,2,1,0,0,1,0,1,0,1,6,2,60,1,130000,0,7758,4171,4171,22660,0.48
5,2,1,0,0,1,16,4,1,0,18,1,1,1,22,3,3,0,0,7,0,1,2,3,4,8,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,1,0,55.5,0,7,4,1,0,1,1,1,1,0,1,2,1,22,0,8750,1,667,167,334,12281,0.44
6,3,2,0,1,0,3,2,0,0,3,1,0,1,21,4,3,1,2,3,3,3,2,1,4,8,2,2,1,0,1,0,0,1,0,7,0,1,1,8,2,0,5,2,1,0,5,0,22,4,0,0,0,1,1,1,1,1,6,1,55,0,87500,0,5180,4183,4780,8310,0.39
5,2,1,0,0,0,9,2,0,1,18,0,1,1,22,3,3,0,0,3,3,4,2,1,2,4,3,5,1,1,1,0,0,0,0,5,1,0,2,0,0,0,2,2,0,0,5,0,18,4,1,0,0,1,0,0,1,1,5,2,36,0,47500,0,2536,1268,254,5341,0.59
8,3,2,0,1,1,3,3,1,1,5,1,1,2,23,4,2,0,3,3,3,4,3,3,2,4,2,8,1,0,1,0,0,1,10,5,0,0,1,5,2,1,4,3,0,0,34.5,0,12,4,1,0,1,1,0,1,0,1,4,2,36.5,0,130000,0,4168,1724,1724,14585,0.61
2,1,1,0,0,0,3,2,0,1,3,0,0,1,22,3,17,0,0,0,0,1,2,2,2,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,1,1,0,2.5,0,4,4,1,0,0,0,0,0,2,1,2,1,55,0,17500,0,525,525,0,3135,0.62
6,2,2,0,1,0,9,2,0,1,7,1,1,1,21,4,7,0,3,1,3,3,3,2,4,4,1,5,0,0,1,0,0,1,6,7,0,1,1,7,3,0,4,3,0,0,43.5,1,18,3,1,0,1,1,1,1,0,1,5,2,66.5,0,47500,0,2304,1904,1904,13103,0.35
3,3,2,0,0,1,6,3,1,0,5,1,0,1,22,3,7,0,0,7,3,4,3,2,8,12,1,5,0,0,1,0,0,0,2,5,0,1,2,0,0,0,5,2,1,0,5,1,12,2,0,0,1,1,1,1,2,1,2,4,27.5,0,42500,0,1824,1824,730,22422,0.45
1,2,1,0,0,0,6,2,1,0,7,0,1,1,22,3,7,1,0,7,1,2,2,1,1,4,1,2,0,0,1,0,0,0,2,5,0,0,0,0,0,0,4,2,1,0,7.5,0,18,4,1,0,0,0,0,0,2,1,5,2,24,0,2000,1,1416,1416,0,7948,0.59
3,3,1,0,1,0,6,2,1,1,7,0,1,1,1,4,7,1,0,7,3,3,1,1,4,4,1,2,0,0,1,0,0,1,0,5,0,0,1,5,3,0,2,2,1,0,61,1,22,4,1,0,0,1,0,0,0,2,3,3,40,0,37500,0,1378,1128,1128,13922,0.43
3,3,1,0,0,1,6,4,1,1,10,1,1,1,22,3,12,1,0,7,3,2,2,1,4,4,0,0,0,0,0,0,0,0,0,7,0,1,1,7,3,0,0,0,1,0,21,1,12,3,1,0,0,1,1,1,0,1,2,2,77.5,1,22500,0,1431,1431,1431,11705,0.43
5,2,2,0,0,1,6,4,0,0,10,1,1,2,21,4,22,1,1,3,3,2,2,1,8,8,0,0,0,0,0,0,0,0,6,4,0,1,1,4,3,1,4,3,0,0,5,0,7,4,0,0,1,1,1,1,1,1,2,4,40.25,0,32500,1,1288,1288,1288,16443,0.47
4,3,2,0,0,0,0,4,1,1,10,0,1,1,21,5,7,1,0,7,0,3,3,2,12,12,1,10,0,0,1,0,0,0,2,4,0,1,2,0,0,0,1,3,1,0,0,0,4,3,1,0,1,1,1,0,0,1,1,3,30.33333333,0,6250,1,1122,898,224,11601,0.52
7,1,1,0,0,1,0,2,1,0,7,1,1,1,21,4,12,0,0,3,0,2,2,1,8,4,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,2,2,0,0,13,1,2,3,0,0,0,1,1,1,0,1,4,3,38,1,6250,1,595,0,595,9483,0.38
2,3,2,0,1,1,6,2,0,1,0,0,0,1,21,4,12,0,1,7,3,7,2,2,4,8,4,5,2,2,1,0,0,1,2,7,0,0,0,0,0,0,5,3,1,0,105,1,22,3,1,0,1,0,0,0,0,2,5,4,35.75,1,130000,0,2271,2271,0,15984,0.46
6,3,2,0,1,0,0,2,0,0,18,0,1,1,22,3,17,0,1,3,3,3,1,1,12,12,1,2,0,0,1,0,0,0,6,0,0,0,1,6,1,1,2,2,0,0,10.5,0,12,4,1,0,0,1,0,0,1,1,3,2,57.5,1,32500,0,1800,0,933,7252,0.41
3,2,1,0,0,0,9,3,0,0,7,0,1,1,22,3,12,0,3,0,0,3,2,2,8,8,1,1,0,0,1,0,0,0,0,4,0,0,2,0,0,0,3,2,0,0,18,1,4,2,1,0,0,1,0,0,0,1,1,2,45.5,0,22500,0,1176,1176,294,10102,0.35
4,3,1,0,1,0,1,4,1,1,7,0,1,2,21,4,7,0,1,7,3,3,3,2,8,8,4,5,5,5,1,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,2.5,0,7,2,1,0,1,0,0,0,0,4,3,3,43,0,42500,0,1798,839,0,7270,0.42
1,1,1,0,0,1,0,0,0,0,10,1,0,1,22,3,3,0,0,0,0,1,2,1,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,0,1,1,1,1,0,1,50,0,12500,1,487,487,0,1163,0.59
2,3,1,0,1,0,9,3,1,0,7,0,0,1,22,3,12,0,3,3,3,2,2,1,8,2,0,0,0,0,0,0,0,0,2,6,0,0,3,6,1,1,5,2,1,0,13,0,7,2,1,0,0,1,0,0,0,1,3,1,68,1,22500,0,1645,1097,1097,3373,0.5
8,4,3,1,1,1,3,4,1,1,10,1,1,2,23,4,3,0,5,7,2,4,3,2,12,12,2,1,1,0,1,0,0,0,6,8,1,0,1,8,3,1,2,0,0,0,21,0,18,4,1,0,1,1,0,1,2,1,1,2,72.5,1,57500,0,6780,6130,3450,11631,0.5
6,3,2,1,1,0,1,2,0,1,5,0,1,1,21,4,2,0,3,3,2,1,1,1,1,2,2,5,1,0,1,0,0,1,2,7,0,0,1,7,1,0,3,1,0,0,12,1,12,3,1,0,0,1,0,0,1,4,7,2,38,0,130000,0,1692,1292,1292,4847,0.4
5,3,2,0,0,0,0,3,1,1,7,0,0,1,22,3,2,0,0,3,3,2,2,1,2,2,0,0,0,0,0,0,0,0,0,6,0,0,1,6,2,1,4,1,1,0,29,1,7,4,1,0,1,1,0,0,0,1,2,1,83,1,62500,0,1495,1495,1495,7438,0.45
6,3,2,0,1,1,3,2,0,0,5,1,1,1,21,4,3,1,3,3,3,2,2,1,12,12,2,10,5,0,1,1,0,0,0,7,0,1,1,7,2,0,6,3,0,0,31.5,0,12,4,0,0,1,1,1,1,1,6,3,2,49.5,0,67500,0,2784,2784,2784,19173,0.41
7,3,2,0,0,1,6,4,0,0,7,1,1,1,22,3,3,1,0,3,1,3,2,1,4,2,1,2,0,0,1,0,0,1,2,7,0,1,1,7,1,0,1,3,1,0,2.5,0,12,3,0,0,1,1,1,1,2,1,1,2,27,0,27500,0,1152,1152,1152,13038,0.37
5,4,2,0,0,1,16,4,1,0,18,1,0,1,21,4,7,0,0,7,3,2,3,2,2,4,2,8,5,0,1,0,0,1,2,6,0,0,1,6,2,0,4,3,1,0,7.5,0,12,3,1,0,1,1,0,1,1,2,3,6,15.5,0,52500,0,1769,1769,1769,12402,0.4
5,3,2,0,0,1,3,4,0,0,18,1,1,1,22,3,22,1,1,13,2,2,2,1,4,4,0,0,0,0,0,0,0,0,2,6,0,1,1,6,2,0,4,2,0,0,0,0,7,3,1,0,0,1,1,1,2,1,5,1,62,1,27500,0,1280,1280,1280,10438,0.58
5,4,2,0,1,0,1,4,1,1,1,0,1,1,21,4,3,1,3,3,3,4,3,3,8,8,3,5,5,2,1,0,0,0,2,4,0,0,1,6,1,1,3,2,1,0,24,1,7,3,1,0,0,1,0,0,1,1,2,3,41,0,67500,0,2214,1209,1814,11619,0.48
3,3,2,0,0,1,16,2,1,0,10,1,1,1,22,3,3,0,5,7,3,3,2,2,8,8,2,5,1,0,1,0,0,0,2,6,0,1,1,6,1,0,0,0,0,0,57,0,12,3,0,0,1,1,1,1,1,1,2,4,22.25,0,6250,1,1339,1339,1339,12080,0.51
3,3,1,1,0,0,3,1,0,1,5,0,0,1,22,3,7,1,0,3,2,3,1,1,4,2,0,0,0,0,0,0,0,1,2,5,1,0,1,6,1,1,4,3,0,0,42,1,12,3,1,0,1,1,0,0,1,2,2,2,51,0,27500,0,1144,953,1144,6283,0.47
3,1,1,0,0,0,16,2,1,0,5,0,1,1,22,3,12,0,1,0,0,2,3,2,1,4,2,8,1,0,1,0,0,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,4,3,1,0,0,0,0,0,1,4,4,1,37,0,67500,0,1174,782,0,2327,0.55
7,2,1,0,1,1,6,2,1,1,7,1,1,1,22,3,7,0,3,3,2,2,2,2,4,4,1,1,0,0,1,0,0,0,0,3,0,0,1,3,3,0,2,3,0,0,5,1,4,4,1,0,1,1,0,1,0,1,2,1,71,1,2000,1,1330,1080,1080,4299,0.55
2,4,1,0,0,1,6,2,1,0,5,1,0,2,22,3,17,0,3,7,3,4,3,3,4,4,2,1,1,0,1,0,0,0,6,8,0,0,0,0,0,0,0,0,1,0,5,1,12,2,1,0,0,0,0,1,1,1,3,3,37.66666667,0,110000,0,1632,1632,0,6236,0.73
5,2,2,0,1,1,6,3,0,1,7,1,0,1,21,4,2,0,3,3,3,1,3,3,4,4,0,0,0,0,0,0,0,0,2,4,0,1,1,4,3,0,2,1,1,0,21,1,12,3,0,0,1,1,1,1,0,1,2,1,75,1,22500,0,5200,2400,2400,13319,0.48
1,2,1,0,0,1,16,4,0,0,10,1,0,1,22,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,42,0,12,2,0,0,1,0,0,1,1,4,1,2,56.5,0,22500,0,782,782,0,2031,0.47
1,3,1,0,0,0,3,2,1,0,18,0,1,1,22,3,7,0,2,7,3,3,3,4,2,1,7,10,2,2,1,0,0,1,6,9,0,0,3,7,1,0,3,3,1,0,55,0,12,3,1,0,1,1,0,0,0,1,5,2,30.5,0,52500,0,2035,2035,1889,11087,0.59
5,3,2,0,0,1,9,3,1,0,7,1,1,1,21,3,3,1,5,7,3,2,2,2,8,8,0,0,0,0,0,1,0,0,2,6,0,1,1,6,1,0,1,2,1,0,21,0,7,4,0,0,1,1,1,1,1,1,3,2,23.5,0,27500,0,1500,1500,1500,16418,0.44
4,2,2,0,0,0,6,3,0,1,10,1,1,1,21,3,7,0,2,0,0,4,2,1,8,8,0,0,0,0,0,0,0,0,0,4,0,0,1,4,3,0,0,0,0,0,16,0,22,4,0,0,1,1,0,1,0,1,2,1,83,1,12500,1,950,950,950,8161,0.4
5,3,2,0,0,1,9,2,0,0,7,1,0,1,22,3,3,0,0,7,3,2,2,2,4,4,1,5,0,0,1,0,0,0,2,6,0,1,1,6,1,1,1,3,0,0,21,1,7,4,0,0,1,1,1,1,2,2,4,3,29,0,27500,0,1362,1362,1362,13374,0.46
1,3,2,0,1,0,0,1,0,1,1,0,0,1,1,2,7,0,0,1,0,1,1,1,2,2,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,2,1,0,0,2.5,0,7,4,1,0,0,0,0,0,0,2,3,1,82,1,12500,1,1200,800,0,9576,0.41
5,5,2,0,1,0,1,1,0,1,18,1,0,1,21,4,12,0,0,3,3,3,3,3,4,2,3,2,1,2,1,0,0,1,10,9,0,0,1,9,1,1,0,0,1,0,0,1,18,2,1,0,0,1,0,1,1,4,5,3,42.33333333,0,87500,0,2958,2308,2308,8978,0.42
6,3,2,0,0,1,9,4,1,0,7,1,0,1,21,3,12,1,3,7,3,3,2,1,12,12,1,1,0,0,0,0,0,1,6,7,0,1,1,7,2,0,2,1,1,0,63,1,12,3,0,0,1,1,1,1,0,2,2,4,26,0,27500,1,1440,1440,1440,25048,0.4
4,4,1,1,1,0,1,2,0,0,1,1,0,2,22,3,7,0,2,3,3,4,3,3,4,4,3,8,5,1,1,0,0,1,0,8,1,0,1,8,3,0,0,0,1,1,5,0,12,3,1,0,1,1,0,1,1,1,2,1,34,0,32500,0,2200,1738,1738,13656,0.46
2,2,1,0,0,1,9,3,1,0,7,1,1,1,22,3,17,0,0,3,3,2,2,2,4,4,3,5,2,1,1,0,0,1,2,7,1,1,2,0,0,0,0,0,1,0,33,0,12,4,1,0,1,1,1,1,1,1,2,2,27.5,0,47500,0,1225,1225,175,10681,0.44
8,5,4,1,1,0,6,2,1,0,10,0,1,3,21,4,2,0,3,7,3,5,2,2,4,2,3,8,5,5,1,0,0,0,6,11,1,0,1,11,2,0,5,1,1,0,63,0,22,4,1,0,1,1,0,0,1,1,5,4,26,0,130000,0,3709,2861,2861,19111,0.53
3,3,2,1,1,0,6,2,1,0,10,1,1,2,23,4,7,1,3,7,3,2,3,2,8,8,1,1,0,0,1,1,0,0,2,6,0,1,1,6,1,1,5,0,0,1,21,1,12,3,0,0,1,1,1,1,0,1,4,2,66.5,1,77500,0,2064,1426,1426,15099,0.56
4,3,2,1,1,1,6,2,1,0,10,1,0,1,22,4,7,1,5,7,3,1,2,1,2,2,3,5,5,2,1,0,0,1,10,6,0,0,0,0,0,0,0,0,0,0,0,1,12,3,1,0,0,0,0,1,1,4,6,4,35.75,0,130000,0,2199,1799,0,5558,0.53
2,6,3,0,0,1,28,3,1,1,18,1,0,4,21,4,3,1,0,3,3,1,3,2,8,4,3,8,5,5,1,0,0,0,6,10,0,1,1,10,1,0,4,1,1,0,48.5,0,22,4,0,0,1,1,1,1,2,4,5,7,31.14285714,0,37500,1,2756,2756,2756,29740,0.43
6,2,1,0,0,1,1,3,0,0,10,1,1,1,22,3,7,0,0,7,0,2,2,1,4,8,1,1,0,0,0,0,0,1,0,4,1,1,2,0,0,0,1,1,1,0,2.5,0,7,3,0,0,1,1,1,1,2,2,1,4,26.5,0,2000,1,741,741,371,13056,0.46
4,1,1,0,0,0,9,2,0,1,7,0,0,1,22,3,12,0,0,0,0,1,2,1,2,2,1,2,0,0,1,0,0,1,2,3,0,0,2,0,0,0,0,0,1,0,38.5,0,4,3,1,0,0,1,0,0,1,1,3,2,23,0,27500,0,586,586,586,5861,0.56
4,5,2,0,0,0,6,2,1,1,7,1,1,1,21,4,7,0,5,3,3,3,3,1,8,8,5,5,5,1,1,0,0,1,2,9,0,0,0,0,0,0,1,1,1,0,46.5,1,18,3,0,0,1,0,0,1,1,1,6,3,25.33333333,0,42500,0,1224,1224,0,8590,0.58
6,4,4,1,1,0,28,2,0,1,7,0,0,2,22,4,12,1,1,7,3,3,2,2,4,8,1,1,0,0,1,0,0,0,0,8,1,0,1,8,3,0,0,0,1,0,44.5,0,18,4,1,0,0,1,0,0,1,4,4,6,36.16666667,1,32500,1,4997,4597,4597,7953,0.43
1,3,1,1,0,1,1,1,0,0,3,1,1,1,22,3,7,0,1,3,3,3,1,1,4,12,1,1,0,0,1,0,0,1,0,9,0,0,1,9,1,1,2,1,1,0,23.5,0,12,3,1,0,1,1,0,1,1,1,5,1,61,0,72500,0,2448,2448,2448,5642,0.55
5,3,1,0,0,1,6,3,0,0,10,1,0,1,21,4,3,0,0,16,3,3,2,1,8,8,1,1,0,0,1,0,0,1,2,6,0,0,0,0,0,0,0,0,1,0,8,0,7,3,1,0,0,0,0,1,1,2,3,3,26.66666667,1,27500,0,881,881,0,4894,0.54
2,1,1,0,0,0,6,1,0,0,5,0,1,1,22,4,7,0,3,3,2,2,3,3,2,2,2,2,2,0,1,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,23.5,0,7,3,1,0,0,1,0,0,1,1,7,2,28,0,130000,0,936,936,936,4598,0.67
7,0,1,0,0,1,3,3,0,1,7,1,1,1,22,4,12,0,8,0,0,2,3,2,2,8,1,2,0,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,12,0,4,4,0,0,1,1,1,1,1,4,5,2,75,1,52500,0,382,382,382,5210,0.49
8,4,2,1,1,0,6,2,0,0,7,0,1,2,21,4,7,0,5,13,3,3,3,4,12,12,2,2,2,0,1,0,0,1,6,9,0,0,1,9,3,1,7,2,0,0,41,0,18,3,1,0,0,1,0,1,1,1,5,3,58.33333333,0,82500,0,3744,3094,3094,19736,0.52
4,3,1,1,0,0,1,3,0,0,1,0,1,1,22,4,12,0,0,3,3,1,2,1,2,2,0,0,0,0,0,1,0,1,2,5,0,0,0,0,0,0,1,2,1,0,2.5,0,12,3,1,0,0,0,0,0,0,1,0,1,78,1,27500,0,1400,1400,0,3696,0.6
4,3,2,0,1,0,6,1,0,0,5,1,1,2,21,5,17,1,2,3,3,4,3,1,12,12,0,0,0,0,0,0,0,0,2,6,0,0,1,6,3,0,5,3,1,0,30.5,1,7,4,1,0,0,1,0,1,0,1,2,2,57.5,0,47500,0,1744,1344,1344,14598,0.54
7,3,2,1,1,0,3,2,1,0,10,0,1,2,23,4,2,0,0,1,2,2,2,5,2,2,2,2,2,0,1,0,0,0,2,3,0,0,1,5,1,1,0,0,0,0,2.5,0,12,4,1,0,0,1,0,0,1,4,5,4,33.75,0,37500,0,1865,879,1465,8136,0.34
